,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.3949197],[0.01034288],[0.0074504],[0.76125577],[0.21679385],[0.03000358],[0.00202812],[0.00594096]
1,[0.36001626],[0.00824629],[0.01164934],[0.76068634],[0.15225386],[0.09851397],[0.01073763],[0.00162567]
2,[0.42176763],[0.02021488],[0.01049075],[0.75824028],[0.21826628],[0.05315945],[0.01994484],[0.03028027]
3,[0.34568912],[0.01795344],[0.0180975],[0.76809458],[0.187752],[0.00383557],[0.00807513],[0.02589523]
4,[0.37947982],[0.00895828],[0.02336011],[0.76290274],[0.16423656],[0.06223064],[0.00829584],[0.00027582]
5,[0.38755036],[0.00635427],[0.01875128],[0.76406315],[0.18155646],[0.03390348],[0.01244731],[0.00209805]
6,[0.39943755],[0.00175072],[0.01279281],[0.76159025],[0.18627057],[0.05181334],[0.01705246],[0.01433224]
7,[0.38487722],[0.0012817],[0.01348331],[0.76039384],[0.16877492],[0.08227058],[0.01317632],[0.00257976]
8,[0.37885908],[0.01188819],[0.02698644],[0.76424041],[0.16538565],[0.04789516],[0.01429115],[0.00079626]
9,[0.29903503],[0.0102695],[0.01951637],[0.75783894],[0.1323319],[0.14899379],[0.00944224],[0.00491455]
10,[0.37309462],[0.01100544],[0.01709433],[0.76602222],[0.18601536],[0.01404042],[0.00498372],[0.01073475]
11,[0.32340264],[0.00199391],[0.02106405],[0.75645278],[0.14495754],[0.14914487],[0.01715034],[0.00695132]
12,[0.32552941],[0.00993225],[0.00595475],[0.7590446],[0.13917277],[0.1299875],[0.01429996],[0.00118662]
13,[0.38603298],[0.00457131],[0.00390848],[0.75829554],[0.17129298],[0.10069405],[0.01094229],[0.00393209]
14,[0.35650252],[0.00374914],[0.00123873],[0.75890501],[0.1535549],[0.11514198],[0.02001883],[0.00491583]
15,[0.2897867],[0.00659435],[0.03004632],[0.75632791],[0.1335801],[0.16202278],[0.01540159],[0.00596739]
16,[0.29176153],[0.00631045],[0.04996218],[0.752569],[0.14549497],[0.18534106],[0.02797226],[0.00188173]
17,[0.34635003],[0.00324005],[0.00583666],[0.75809243],[0.15041144],[0.12693665],[0.01822649],[0.00698592]
